z,s_hat,chi
0.19745415,-0.4721755194,2.2272694460
0.19775408,-0.4728434777,2.2268254142
0.19805401,-0.4735113029,2.2263816036
0.19835394,-0.4741789950,2.2259380142
0.19865387,-0.4748465540,2.2254946458
0.19895380,-0.4755139802,2.2250514983
0.19925373,-0.4761812734,2.2246085715
0.19955366,-0.4768484338,2.2241658654
0.19985359,-0.4775154615,2.2237233798
0.20015352,-0.4781823565,2.2232811145
0.20045345,-0.4788491189,2.2228390694
0.20075338,-0.4795157487,2.2223972445
0.20105331,-0.4801822461,2.2219556395
0.20135324,-0.4808486110,2.2215142543
0.20165317,-0.4815148436,2.2210730888
0.20195310,-0.4821809439,2.2206321428
0.20225303,-0.4828469120,2.2201914163
0.20255296,-0.4835127479,2.2197509090
0.20285289,-0.4841784517,2.2193106209
0.20315282,-0.4848440235,2.2188705518
0.20345275,-0.4855094634,2.2184307016
0.20375268,-0.4861747713,2.2179910702
0.20405261,-0.4868399475,2.2175516574
0.20435254,-0.4875049918,2.2171124630
0.20465247,-0.4881699045,2.2166734870
0.20495240,-0.4888346856,2.2162347293
0.20525233,-0.4894993351,2.2157961896
0.20555226,-0.4901638530,2.2153578679
0.20585219,-0.4908282396,2.2149197641
0.20615212,-0.4914924948,2.2144818779
0.20645205,-0.4921566187,2.2140442093
0.20675198,-0.4928206113,2.2136067581
0.20705191,-0.4934844728,2.2131695242
0.20735184,-0.4941482032,2.2127325075
0.20765177,-0.4948118025,2.2122957079
0.20795170,-0.4954752708,2.2118591251
0.20825163,-0.4961386083,2.2114227591
0.20855156,-0.4968018149,2.2109866098
0.20885149,-0.4974648907,2.2105506770
0.20915142,-0.4981278358,2.2101149606
0.20945135,-0.4987906502,2.2096794604
0.20975128,-0.4994533340,2.2092441764
0.21005121,-0.5001158874,2.2088091084
0.21035114,-0.5007783102,2.2083742562
0.21065107,-0.5014406027,2.2079396198
0.21095100,-0.5021027649,2.2075051990
0.21125093,-0.5027647968,2.2070709936
0.21155086,-0.5034266985,2.2066370036
0.21185079,-0.5040884700,2.2062032289
0.21215072,-0.5047501115,2.2057696692
0.21245065,-0.5054116230,2.2053363245
0.21275058,-0.5060730045,2.2049031946
0.21305051,-0.5067342562,2.2044702794
0.21335044,-0.5073953780,2.2040375788
0.21365037,-0.5080563701,2.2036050927
0.21395030,-0.5087172325,2.2031728209
0.21425023,-0.5093779653,2.2027407632
0.21455016,-0.5100385686,2.2023089196
0.21485009,-0.5106990423,2.2018772900
0.21515002,-0.5113593867,2.2014458742
0.21544994,-0.5120196016,2.2010146720
0.21574987,-0.5126796873,2.2005836835
0.21604980,-0.5133396437,2.2001529083
0.21634973,-0.5139994710,2.1997223464
0.21664966,-0.5146591692,2.1992919977
0.21694959,-0.5153187383,2.1988618621
0.21724952,-0.5159781784,2.1984319394
0.21754945,-0.5166374896,2.1980022294
0.21784938,-0.5172966720,2.1975727322
0.21814931,-0.5179557256,2.1971434474
0.21844924,-0.5186146504,2.1967143751
0.21874917,-0.5192734466,2.1962855151
0.21904910,-0.5199321142,2.1958568672
0.21934903,-0.5205906533,2.1954284314
0.21964896,-0.5212490639,2.1950002074
0.21994889,-0.5219073461,2.1945721953
0.22024882,-0.5225655000,2.1941443948
0.22054875,-0.5232235255,2.1937168058
0.22084868,-0.5238814229,2.1932894283
0.22114861,-0.5245391921,2.1928622620
0.22144854,-0.5251968332,2.1924353069
0.22174847,-0.5258543463,2.1920085628
0.22204840,-0.5265117314,2.1915820296
0.22234833,-0.5271689887,2.1911557072
0.22264826,-0.5278261181,2.1907295955
0.22294819,-0.5284831197,2.1903036943
0.22324812,-0.5291399936,2.1898780035
0.22354805,-0.5297967399,2.1894525230
0.22384798,-0.5304533586,2.1890272526
0.22414791,-0.5311098498,2.1886021923
0.22444784,-0.5317662135,2.1881773419
0.22474777,-0.5324224498,2.1877527013
0.22504770,-0.5330785588,2.1873282703
0.22534763,-0.5337345405,2.1869040489
0.22564756,-0.5343903950,2.1864800369
0.22594749,-0.5350461224,2.1860562342
0.22624742,-0.5357017227,2.1856326407
0.22654735,-0.5363571959,2.1852092562
0.22684728,-0.5370125423,2.1847860807
0.22714721,-0.5376677617,2.1843631139
0.22744714,-0.5383228543,2.1839403558
0.22774707,-0.5389778201,2.1835178063
0.22804700,-0.5396326593,2.1830954653
0.22834693,-0.5402873717,2.1826733325
0.22864686,-0.5409419577,2.1822514079
0.22894679,-0.5415964170,2.1818296914
0.22924672,-0.5422507500,2.1814081829
0.22954665,-0.5429049565,2.1809868822
0.22984658,-0.5435590367,2.1805657891
0.23014651,-0.5442129907,2.1801449037
0.23044644,-0.5448668184,2.1797242257
0.23074637,-0.5455205200,2.1793037551
0.23104630,-0.5461740956,2.1788834917
0.23134623,-0.5468275451,2.1784634354
0.23164616,-0.5474808686,2.1780435860
0.23194609,-0.5481340663,2.1776239435
0.23224602,-0.5487871381,2.1772045078
0.23254595,-0.5494400841,2.1767852787
0.23284588,-0.5500929045,2.1763662560
0.23314581,-0.5507455992,2.1759474398
0.23344574,-0.5513981683,2.1755288298
0.23374567,-0.5520506119,2.1751104259
0.23404560,-0.5527029300,2.1746922280
0.23434553,-0.5533551227,2.1742742360
0.23464546,-0.5540071901,2.1738564499
0.23494539,-0.5546591322,2.1734388693
0.23524532,-0.5553109491,2.1730214943
0.23554525,-0.5559626408,2.1726043247
0.23584518,-0.5566142075,2.1721873604
0.23614511,-0.5572656491,2.1717706013
0.23644504,-0.5579169658,2.1713540473
0.23674497,-0.5585681575,2.1709376982
0.23704490,-0.5592192244,2.1705215539
0.23734483,-0.5598701666,2.1701056143
0.23764476,-0.5605209840,2.1696898793
0.23794469,-0.5611716767,2.1692743488
0.23824462,-0.5618222449,2.1688590226
0.23854455,-0.5624726885,2.1684439006
0.23884448,-0.5631230076,2.1680289828
0.23914441,-0.5637732023,2.1676142689
0.23944434,-0.5644232727,2.1671997589
0.23974427,-0.5650732187,2.1667854527
0.24004420,-0.5657230405,2.1663713501
0.24034413,-0.5663727382,2.1659574511
0.24064406,-0.5670223118,2.1655437554
0.24094399,-0.5676717613,2.1651302631
0.24124392,-0.5683210868,2.1647169739
0.24154385,-0.5689702883,2.1643038877
0.24184378,-0.5696193661,2.1638910045
0.24214371,-0.5702683200,2.1634783241
0.24244364,-0.5709171501,2.1630658465
0.24274357,-0.5715658566,2.1626535714
0.24304350,-0.5722144395,2.1622414988
0.24334343,-0.5728628988,2.1618296285
0.24364336,-0.5735112346,2.1614179605
0.24394329,-0.5741594469,2.1610064946
0.24424322,-0.5748075359,2.1605952307
0.24454315,-0.5754555016,2.1601841686
0.24484308,-0.5761033440,2.1597733084
0.24514301,-0.5767510631,2.1593626498
0.24544294,-0.5773986592,2.1589521928
0.24574287,-0.5780461322,2.1585419372
0.24604280,-0.5786934821,2.1581318829
0.24634273,-0.5793407091,2.1577220298
0.24664266,-0.5799878132,2.1573123778
0.24694259,-0.5806347945,2.1569029267
0.24724252,-0.5812816530,2.1564936765
0.24754245,-0.5819283888,2.1560846271
0.24784238,-0.5825750019,2.1556757783
0.24814231,-0.5832214924,2.1552671299
0.24844224,-0.5838678604,2.1548586820
0.24874217,-0.5845141059,2.1544504343
0.24904210,-0.5851602290,2.1540423869
0.24934203,-0.5858062298,2.1536345394
0.24964196,-0.5864521082,2.1532268919
0.24994189,-0.5870978644,2.1528194443
0.25024182,-0.5877434985,2.1524121963
0.25054175,-0.5883890104,2.1520051479
0.25084168,-0.5890344002,2.1515982991
0.25114161,-0.5896796681,2.1511916495
0.25144154,-0.5903248140,2.1507851993
0.25174147,-0.5909698381,2.1503789482
0.25204140,-0.5916147403,2.1499728961
0.25234133,-0.5922595208,2.1495670429
0.25264126,-0.5929041796,2.1491613886
0.25294119,-0.5935487167,2.1487559329
0.25324112,-0.5941931323,2.1483506758
0.25354105,-0.5948374263,2.1479456172
0.25384098,-0.5954815989,2.1475407569
0.25414091,-0.5961256501,2.1471360949
0.25444084,-0.5967695799,2.1467316310
0.25474077,-0.5974133885,2.1463273651
0.25504070,-0.5980570758,2.1459232972
0.25534063,-0.5987006420,2.1455194270
0.25564056,-0.5993440871,2.1451157545
0.25594049,-0.5999874111,2.1447122796
0.25624042,-0.6006306142,2.1443090021
0.25654035,-0.6012736963,2.1439059220
0.25684028,-0.6019166576,2.1435030391
0.25714021,-0.6025594980,2.1431003533
0.25744014,-0.6032022177,2.1426978646
0.25774007,-0.6038448167,2.1422955728
0.25804000,-0.6044872951,2.1418934777
0.25833993,-0.6051296529,2.1414915794
0.25863986,-0.6057718902,2.1410898776
0.25893979,-0.6064140071,2.1406883722
0.25923972,-0.6070560035,2.1402870633
0.25953965,-0.6076978796,2.1398859505
0.25983958,-0.6083396355,2.1394850339
0.26013951,-0.6089812711,2.1390843133
0.26043944,-0.6096227866,2.1386837886
0.26073937,-0.6102641819,2.1382834597
0.26103930,-0.6109054572,2.1378833265
0.26133923,-0.6115466126,2.1374833889
0.26163916,-0.6121876480,2.1370836468
0.26193909,-0.6128285635,2.1366841000
0.26223902,-0.6134693593,2.1362847485
0.26253895,-0.6141100353,2.1358855921
0.26283888,-0.6147505916,2.1354866307
0.26313881,-0.6153910283,2.1350878643
0.26343874,-0.6160313454,2.1346892927
0.26373867,-0.6166715430,2.1342909158
0.26403860,-0.6173116211,2.1338927335
0.26433853,-0.6179515798,2.1334947456
0.26463846,-0.6185914192,2.1330969522
0.26493839,-0.6192311393,2.1326993530
0.26523832,-0.6198707402,2.1323019480
0.26553825,-0.6205102220,2.1319047371
0.26583818,-0.6211495846,2.1315077201
0.26613811,-0.6217888281,2.1311108969
0.26643804,-0.6224279527,2.1307142675
0.26673797,-0.6230669584,2.1303178317
0.26703790,-0.6237058452,2.1299215894
0.26733783,-0.6243446131,2.1295255405
0.26763776,-0.6249832623,2.1291296849
0.26793769,-0.6256217928,2.1287340226
0.26823762,-0.6262602047,2.1283385533
0.26853755,-0.6268984980,2.1279432769
0.26883748,-0.6275366727,2.1275481935
0.26913741,-0.6281747290,2.1271533028
0.26943734,-0.6288126669,2.1267586048
0.26973727,-0.6294504864,2.1263640993
0.27003720,-0.6300881876,2.1259697863
0.27033713,-0.6307257706,2.1255756656
0.27063706,-0.6313632354,2.1251817372
0.27093699,-0.6320005821,2.1247880009
0.27123692,-0.6326378107,2.1243944566
0.27153685,-0.6332749213,2.1240011042
0.27183678,-0.6339119140,2.1236079436
0.27213671,-0.6345487887,2.1232149747
0.27243664,-0.6351855457,2.1228221974
0.27273657,-0.6358221848,2.1224296117
0.27303650,-0.6364587063,2.1220372173
0.27333643,-0.6370951100,2.1216450141
0.27363636,-0.6377313962,2.1212530022
0.27393629,-0.6383675648,2.1208611813
0.27423622,-0.6390036160,2.1204695514
0.27453615,-0.6396395497,2.1200781123
0.27483608,-0.6402753660,2.1196868640
0.27513601,-0.6409110650,2.1192958064
0.27543594,-0.6415466468,2.1189049393
0.27573587,-0.6421821113,2.1185142626
0.27603580,-0.6428174587,2.1181237762
0.27633573,-0.6434526890,2.1177334801
0.27663566,-0.6440878023,2.1173433742
0.27693559,-0.6447227986,2.1169534582
0.27723552,-0.6453576780,2.1165637322
0.27753545,-0.6459924405,2.1161741959
0.27783538,-0.6466270862,2.1157848494
0.27813531,-0.6472616151,2.1153956925
0.27843524,-0.6478960274,2.1150067251
0.27873517,-0.6485303230,2.1146179471
0.27903510,-0.6491645021,2.1142293584
0.27933503,-0.6497985646,2.1138409589
0.27963496,-0.6504325107,2.1134527484
0.27993489,-0.6510663404,2.1130647270
0.28023482,-0.6517000537,2.1126768944
0.28053475,-0.6523336507,2.1122892506
0.28083468,-0.6529671315,2.1119017955
0.28113461,-0.6536004961,2.1115145290
0.28143454,-0.6542337446,2.1111274509
0.28173447,-0.6548668770,2.1107405612
0.28203440,-0.6554998934,2.1103538597
0.28233433,-0.6561327938,2.1099673465
0.28263426,-0.6567655784,2.1095810212
0.28293419,-0.6573982471,2.1091948840
0.28323412,-0.6580308000,2.1088089346
0.28353405,-0.6586632372,2.1084231729
0.28383398,-0.6592955587,2.1080375989
0.28413391,-0.6599277646,2.1076522125
0.28443384,-0.6605598549,2.1072670135
0.28473377,-0.6611918297,2.1068820018
0.28503370,-0.6618236891,2.1064971774
0.28533363,-0.6624554331,2.1061125401
0.28563356,-0.6630870617,2.1057280899
0.28593349,-0.6637185751,2.1053438266
0.28623342,-0.6643499733,2.1049597502
0.28653335,-0.6649812562,2.1045758605
0.28683328,-0.6656124241,2.1041921574
0.28713321,-0.6662434769,2.1038086409
0.28743314,-0.6668744147,2.1034253108
0.28773307,-0.6675052376,2.1030421670
0.28803300,-0.6681359456,2.1026592095
0.28833293,-0.6687665387,2.1022764381
0.28863286,-0.6693970171,2.1018938527
0.28893279,-0.6700273807,2.1015114533
0.28923272,-0.6706576297,2.1011292397
0.28953265,-0.6712877641,2.1007472118
0.28983258,-0.6719177839,2.1003653696
0.29013251,-0.6725476892,2.0999837129
0.29043244,-0.6731774801,2.0996022416
0.29073237,-0.6738071566,2.0992209557
0.29103230,-0.6744367188,2.0988398550
0.29133223,-0.6750661667,2.0984589394
0.29163216,-0.6756955003,2.0980782089
0.29193209,-0.6763247198,2.0976976633
0.29223202,-0.6769538252,2.0973173025
0.29253195,-0.6775828166,2.0969371265
0.29283188,-0.6782116939,2.0965571351
0.29313181,-0.6788404573,2.0961773282
0.29343174,-0.6794691068,2.0957977058
0.29373167,-0.6800976425,2.0954182677
0.29403160,-0.6807260644,2.0950390139
0.29433153,-0.6813543726,2.0946599442
0.29463146,-0.6819825671,2.0942810586
0.29493139,-0.6826106480,2.0939023569
0.29523132,-0.6832386153,2.0935238390
0.29553125,-0.6838664691,2.0931455049
0.29583118,-0.6844942095,2.0927673545
0.29613111,-0.6851218365,2.0923893876
0.29643104,-0.6857493502,2.0920116042
0.29673097,-0.6863767506,2.0916340041
0.29703090,-0.6870040378,2.0912565873
0.29733083,-0.6876312117,2.0908793536
0.29763076,-0.6882582726,2.0905023030
0.29793069,-0.6888852204,2.0901254354
0.29823062,-0.6895120552,2.0897487507
0.29853055,-0.6901387771,2.0893722487
0.29883048,-0.6907653860,2.0889959294
0.29913041,-0.6913918822,2.0886197927
0.29943034,-0.6920182655,2.0882438384
0.29973027,-0.6926445361,2.0878680666
0.30003020,-0.6932706940,2.0874924770
0.30033013,-0.6938967393,2.0871170696
0.30063006,-0.6945226720,2.0867418443
0.30092999,-0.6951484922,2.0863668011
0.30122992,-0.6957742000,2.0859919397
0.30152985,-0.6963997953,2.0856172601
0.30182978,-0.6970252783,2.0852427622
0.30212971,-0.6976506490,2.0848684460
0.30242964,-0.6982759075,2.0844943112
0.30272957,-0.6989010537,2.0841203579
0.30302950,-0.6995260879,2.0837465859
0.30332943,-0.7001510099,2.0833729951
0.30362936,-0.7007758200,2.0829995855
0.30392929,-0.7014005180,2.0826263569
0.30422922,-0.7020251042,2.0822533093
0.30452915,-0.7026495785,2.0818804425
0.30482908,-0.7032739410,2.0815077564
0.30512901,-0.7038981917,2.0811352510
0.30542894,-0.7045223307,2.0807629262
0.30572887,-0.7051463581,2.0803907818
0.30602880,-0.7057702739,2.0800188178
0.30632873,-0.7063940782,2.0796470341
0.30662866,-0.7070177710,2.0792754305
0.30692859,-0.7076413523,2.0789040071
0.30722852,-0.7082648223,2.0785327636
0.30752845,-0.7088881810,2.0781617000
0.30782838,-0.7095114283,2.0777908163
0.30812831,-0.7101345645,2.0774201122
0.30842824,-0.7107575895,2.0770495878
0.30872817,-0.7113805035,2.0766792428
0.30902810,-0.7120033063,2.0763090773
0.30932803,-0.7126259982,2.0759390912
0.30962796,-0.7132485791,2.0755692842
0.30992789,-0.7138710492,2.0751996564
0.31022782,-0.7144934084,2.0748302077
0.31052775,-0.7151156568,2.0744609379
0.31082768,-0.7157377945,2.0740918470
0.31112761,-0.7163598215,2.0737229349
0.31142754,-0.7169817379,2.0733542014
0.31172747,-0.7176035437,2.0729856465
0.31202740,-0.7182252390,2.0726172701
0.31232733,-0.7188468239,2.0722490721
0.31262726,-0.7194682983,2.0718810524
0.31292719,-0.7200896624,2.0715132109
0.31322712,-0.7207109162,2.0711455475
0.31352705,-0.7213320598,2.0707780622
0.31382698,-0.7219530931,2.0704107548
0.31412691,-0.7225740163,2.0700436252
0.31442684,-0.7231948295,2.0696766734
0.31472677,-0.7238155326,2.0693098992
0.31502670,-0.7244361257,2.0689433026
0.31532663,-0.7250566089,2.0685768835
0.31562656,-0.7256769822,2.0682106417
0.31592649,-0.7262972457,2.0678445772
0.31622642,-0.7269173994,2.0674786900
0.31652635,-0.7275374434,2.0671129798
0.31682628,-0.7281573778,2.0667474466
0.31712621,-0.7287772025,2.0663820904
0.31742614,-0.7293969177,2.0660169109
0.31772607,-0.7300165234,2.0656519082
0.31802600,-0.7306360196,2.0652870822
0.31832593,-0.7312554065,2.0649224327
0.31862586,-0.7318746840,2.0645579597
0.31892579,-0.7324938522,2.0641936630
0.31922572,-0.7331129111,2.0638295426
0.31952565,-0.7337318609,2.0634655984
0.31982558,-0.7343507016,2.0631018304
0.32012551,-0.7349694332,2.0627382383
0.32042544,-0.7355880557,2.0623748221
0.32072537,-0.7362065693,2.0620115817
0.32102530,-0.7368249740,2.0616485171
0.32132523,-0.7374432697,2.0612856282
0.32162516,-0.7380614567,2.0609229147
0.32192509,-0.7386795349,2.0605603768
0.32222502,-0.7392975044,2.0601980142
0.32252495,-0.7399153653,2.0598358269
0.32282488,-0.7405331175,2.0594738148
0.32312481,-0.7411507612,2.0591119778
0.32342474,-0.7417682964,2.0587503158
0.32372467,-0.7423857232,2.0583888287
0.32402460,-0.7430030415,2.0580275165
0.32432453,-0.7436202515,2.0576663790
0.32462446,-0.7442373532,2.0573054161
0.32492439,-0.7448543467,2.0569446279
0.32522432,-0.7454712320,2.0565840140
0.32552425,-0.7460880092,2.0562235746
0.32582418,-0.7467046783,2.0558633095
0.32612411,-0.7473212393,2.0555032186
0.32642404,-0.7479376924,2.0551433018
0.32672397,-0.7485540375,2.0547835590
0.32702390,-0.7491702748,2.0544239902
0.32732383,-0.7497864043,2.0540645952
0.32762376,-0.7504024260,2.0537053740
0.32792369,-0.7510183400,2.0533463265
0.32822362,-0.7516341463,2.0529874525
0.32852355,-0.7522498450,2.0526287520
0.32882348,-0.7528654361,2.0522702250
0.32912341,-0.7534809198,2.0519118713
0.32942334,-0.7540962960,2.0515536908
0.32972327,-0.7547115648,2.0511956834
0.33002320,-0.7553267262,2.0508378491
0.33032313,-0.7559417803,2.0504801878
0.33062306,-0.7565567272,2.0501226993
0.33092299,-0.7571715669,2.0497653836
0.33122292,-0.7577862994,2.0494082407
0.33152285,-0.7584009249,2.0490512703
0.33182278,-0.7590154433,2.0486944725
0.33212271,-0.7596298547,2.0483378472
0.33242264,-0.7602441592,2.0479813941
0.33272257,-0.7608583568,2.0476251134
0.33302250,-0.7614724476,2.0472690048
0.33332243,-0.7620864316,2.0469130683
0.33362236,-0.7627003088,2.0465573039
0.33392229,-0.7633140794,2.0462017113
0.33422222,-0.7639277434,2.0458462906
0.33452215,-0.7645413008,2.0454910416
0.33482208,-0.7651547516,2.0451359643
0.33512201,-0.7657680960,2.0447810585
0.33542194,-0.7663813339,2.0444263242
0.33572187,-0.7669944655,2.0440717614
0.33602180,-0.7676074908,2.0437173698
0.33632173,-0.7682204098,2.0433631495
0.33662166,-0.7688332226,2.0430091003
0.33692159,-0.7694459292,2.0426552221
0.33722152,-0.7700585297,2.0423015149
0.33752145,-0.7706710242,2.0419479786
0.33782138,-0.7712834126,2.0415946131
0.33812131,-0.7718956951,2.0412414183
0.33842124,-0.7725078717,2.0408883941
0.33872117,-0.7731199424,2.0405355405
0.33902110,-0.7737319073,2.0401828573
0.33932103,-0.7743437664,2.0398303445
0.33962096,-0.7749555199,2.0394780019
0.33992089,-0.7755671677,2.0391258296
0.34022082,-0.7761787099,2.0387738274
0.34052075,-0.7767901465,2.0384219951
0.34082068,-0.7774014777,2.0380703329
0.34112061,-0.7780127034,2.0377188404
0.34142054,-0.7786238237,2.0373675178
0.34172047,-0.7792348386,2.0370163648
0.34202040,-0.7798457483,2.0366653814
0.34232033,-0.7804565527,2.0363145676
0.34262026,-0.7810672519,2.0359639232
0.34292019,-0.7816778460,2.0356134481
0.34322012,-0.7822883350,2.0352631423
0.34352005,-0.7828987189,2.0349130056
0.34381998,-0.7835089978,2.0345630381
0.34411991,-0.7841191719,2.0342132395
0.34441984,-0.7847292410,2.0338636099
0.34471977,-0.7853392053,2.0335141491
0.34501970,-0.7859490647,2.0331648571
0.34531963,-0.7865588195,2.0328157337
0.34561956,-0.7871684696,2.0324667790
0.34591949,-0.7877780150,2.0321179927
0.34621942,-0.7883874558,2.0317693748
0.34651935,-0.7889967921,2.0314209253
0.34681928,-0.7896060240,2.0310726441
